,franchise_href,franchise_name,description,franchise_category,franchise_type,costs,phone_number,email_address,year_established,company_name,company_address,country,currency,license_duration_in_years,net_profits_per_month,return_of_investments,royalty_fees_per_month,labels,,19,Education,Transportation,Automotive,Cleaning Services,Tour & Travel,Food & Beverage,Jasa Logistics,Hobby & Entertainment,Logistics,Beauty & Healthy,Teknologi,Cleaninf Servces,Retail & Minimarket,Advertising,Fashion,Finance,Food & Beverage Shop,Health & Beauty,Technology
122,https://fleibisnis.com/franchisedetails/tahugo,Tahu Go!,TAHU GO! KRIUKNYA BIKIN NAGIH!,Food & Beverage,Kemitraan,21500000.0,,,2020.0,"Otewe Maju Bersama, PT","Jl. Kelapa Gading Kopyor Blok CE2 No.12A, Kelapa Gading, Indonesia",Indonesia,IDR,5.0,5250000.0,3,,686,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
123,https://fleibisnis.com/franchisedetails/tahujeletottaisi,Tahu Jeletot Taisi,"Tahu Jeletot Taisi mulai berdiri sejak 29 Februari 2012 memulai produksi pertama kali di teras rumah di kawasan Perumnas Depok 1 Jawa Barat, dalam tempo 6 bulan Tahu Jeletot Taisi sudah mempunyai 5 cabang yang semuanya berada di Depok.",Food & Beverage,Peluang Usaha,20000000.0,,,2012.0,"Taisi Corporation, CV","Graha Taisi, Jl. Raya Sawangan Gg. Kost Warteg Adi No. 8 Rangkapan Jaya, Pancoran Mas, Depok, Jawa Barat, Indonesia.",Indonesia,IDR,1.0,3000000.0,40,,696,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
124,https://fleibisnis.com/franchisedetails/tahukriukgalak,Tahu Kriuk Galak,Tahu Kriuk Galak adalah camilan dengan bahan dasar tahu yang sangat mudah diterima di lidah masyarakat Indonesia.,Food & Beverage,Waralaba,18000000.0,,,2019.0,"Kuliner Karya Nusantara, PT","18 Office Park Lantai 25 Suite A2, Jl. TB Simatupang Kav. 18, Kel. Kebagusan, Kec. Pasar Minggu, Jakarta Selatan, Indonesia",Indonesia,,2.0,5625000.0,,3000000,697,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
125,https://fleibisnis.com/franchisedetails/teapedia,Teapedia,"Franchise Teapedia by Chika Jessica. Usaha kemitraan #TehKekinian dengan sistem terbaik seIndonesia! Bebas biaya royalti, dibantu pencarian SDM & lokasi, dipromosikan oleh Chika Jessica langsung, dan dibimbing sampai balik modal! Fasilitas & pelayanan mantap. Harga? 3x lebih murah dari yang lain!",Food & Beverage,Kemitraan,127200000.0,,,2021.0,"Indomakmur Jaya Sukses, PT","Plaza Eatpedia, Jl. KH. Noer Ali, Jakasampurna, Kec. Bekasi Barat, Kota Bekasi, Indonesia",Indonesia,IDR,5.0,50000000.0,40,,219,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
126,https://fleibisnis.com/franchisedetails/thaiexpress,ThaiExpress,"ThaiExpress telah menjadi restoran khas Thailand terfavorit sejak tahun 2002 yang telah merebut hati pecinta makanan khas Thailand yang lezat, klasik namun dipadu dengan kreasi moderen yang sangat memanjakan lidah dan selera para penikmat kuliner.",Food & Beverage,Waralaba,1000000.0,,,2002.0,Minor International PCL,"Minor International Public Company Limited 88 The Parg Building 12th Fl, Ratchadaphisek Road, Bangkok, Thailand",Singapore,USD,10.0,,,,803,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
127,https://fleibisnis.com/franchisedetails/thecoffeeclub,The Coffee Club,"Dengan mengusung slogan ""Your Happy Place"" jaringan franchise kafe terbesar asal Australia ini menyuguhkan berbagai sarapan, makan siang, makan malam, maupun bingkisan yang dapat dipesan oleh para pelanggan.",Food & Beverage,Waralaba,1000000.0,,,1989.0,Minor International PCL,"Minor International Public Company Limited 88 The Parg Building 12th Fl, Rhacadaphisek Road, Bangkok, Thailand",Australia,USD,10.0,,,,191,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
128,https://fleibisnis.com/franchisedetails/thedailywashlaundromat,The Daily Wash Laundromat,Laundromat (Coin Laundry) berdiri pada tahun 1947 di Amerika Serikat dan mulai dikembangkan di Indonesia pada tahun 2017 dan langsung mendapatkan tanggapan yang luar biasa dari masyarakat Indonesia karena meningkatnya kebutuhan akan laundry.,Cleaning Services,Waralaba,400000000.0,,,2017.0,"Andalan Lancar Sejahtera, PT","Ruko Odessa Blok AA 2 No. 27 Gading Serpong, Tangerang, Banten, Indonesia",Indonesia,IDR,5.0,15000000.0,,5,421,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
129,https://fleibisnis.com/franchisedetails/thepizzacompany,The Pizza Company,"Berslogan ""Flavored to Excite"" , The Pizza Company telah menjadi gerai pizza nomor satu dan paling disukai di Thailand. Lebih dari 20 tahun, The Pizza Company telah menjadi pelopor sejati dalam bisnis makanan siap saji dengan menu pizza dan makanan khas Italia yang bercita khas untuk berbagai acara dan suasana.",Food & Beverage,Waralaba,1000000.0,,,2001.0,Minor International PCL,"Minor International Public Company Limited 88 The Parg Building 12th Fl, Ratchadaphisek Road, Bangkok, Thailand",Thailand,USD,10.0,,,,119,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
130,https://fleibisnis.com/franchisedetails/tiki,TIKI,"TIKI adalah perusahaan jasa pengiriman terkemuka di Indonesia, berdiri pertama kali di Jakarta pada tahun 1970. Hingga saat ini, TIKI memiliki jaringan operasional yang meliputi 65 kota besar di Indonesia, didukung oleh lebih dari 500 kantor perwakilan, lebih dari 3.700 gerai dan lebih dari 6.000 karyawan di seluruh Indonesia.",Logistics,Kemitraan,100000000.0,,,1970.0,"Citra Van Titipan Kilat, PT",Jalan Raden Saleh Raya No.2 Jakarta Pusat,Indonesia,IDR,1.0,,21,,688,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
131,https://fleibisnis.com/franchisedetails/topcoat,TOPCOAT,TOPCOAT merupakan jaringan toko modern yang bergerak di bidang Coating & Detailing untuk motor dan mobil di bawah naungan MAKKO Group.,Automotive,Kemitraan,250000000.0,,,2018.0,Makko Group,"Jl. Telesonik Komplek Pergudangan Surya No.10, Tangerang, Banten 15136, Indonesia",Indonesia,IDR,5.0,63850000.0,50,3,689,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
132,https://fleibisnis.com/franchisedetails/tumbleskidsfitnessgymsteam,Tumbles Kid's Fitness Gym + STEAM,"Tumbles Kid's Fitness Gym + STEAM dengan slogan Shaping the Minds and Bodies of The Future ini dirancang khusus agar anakanak sehat, aktif, sportif dan energik.",Food & Beverage,Waralaba,200000.0,,,2915.0,Tumbles LLC,"1302 Waugh Drive, Suite 192, Houston, TX, 77019",Amerika Serikat,USD,10.0,,,,817,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
133,https://fleibisnis.com/franchisedetails/wakecupcoffeeeatery,Wake Cup Coffee & Eatery,Wake Cup menawarkan peluang bisnis berbasis Waralaba dimana target Balik Modal Investasinya realistis dan Standard Operational Proceduresnya pun sangat mudah untuk dipahami.,Food & Beverage,Waralaba,750000000.0,,,2013.0,"Solomon Utama, PT","Jalan Kaji No.40, RT.10/RW.7, Petojo Utara, Gambir, Jakarta Pusat, Indonesia",Indonesia,IDR,5.0,60000000.0,100,5,835,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
134,https://fleibisnis.com/franchisedetails/warkopnaikkelas,Warkop Naik Kelas,Warkop Naik Kelas adalah Kemitraan dan tidak pasaran yang didirikan khusus untuk orangorang yang ingin membuka coffee shop dengan mengusung nama yang unik dan tidak pasaran yang didirikan khusus untuk orangorang yang ingin membuka coffee shop dengan modal dan harga produk yang terjangkau dikelola oleh Profesional muda dari berbagai bidang kemampuan agar dapat tercipta ide kreatif dan inovatif serta manajemen yang sistematis agar dapat menghasilkan keuntungan besar bagi mitra dengan konsep nongkrong yang kekinian.,Food & Beverage Shop,Kemitraan,132200000.0,,,2020.0,"Indosukses Makmur Berjaya, PT","Jl. RS. Fatmawati Raya No.33, Pondok Labu, Cilandak, Jakarta Selatan 12450, Indonesia.",Indonesia,IDR,5.0,30000000.0,50,,886,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
135,https://fleibisnis.com/franchisedetails/warunklevelup,Warunk Level Up,"Warunk Level Up dengan mengusung tagline Next Level Street Food menyajikan beragam makanan dan minuman berkonsep street food yang sedang populer, hits dan kekinian. Menumenu yang dihadirkan dalam Warunk Level Up selalu diperbaharui sehingga pelanggan tidak merasa bosan, memiliki banyak pilihan untuk dicoba.",Food & Beverage,Waralaba,150000000.0,,,2020.0,"Warunk Kuliner Indonesia, PT","Ruko Jalur Sutera Kava 29 No. 28 Alam Sutera. Serpong, Tangerang, Indonesia",Indonesia,IDR,5.0,,,,973,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
136,https://fleibisnis.com/franchisedetails/weatherboxingfitness,WEATHER Boxing + Fitness,"weather Boxing + Fitness merupakan klub boxing dan fitness yang didirikan oleh maestro atlet boxing legendaris asal Amerika Serikat, Floyd weather, yang berfokus kepada olahraga boxing dan kebugaran.",Hobby & Entertainment,Waralaba,200000.0,,,2017.0,"MW Franchise Holdings International, LLC",Amerika Serikat,Amerika Serikat,USD,10.0,,,,984,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
137,https://fleibisnis.com/franchisedetails/wienerschnitzelworldslargesthotdogchain,Wienerschnitzel World's Largest Hot Dog Chain,"Wienerschnitzel merupakan jaringan waralaba terbesar di dunia untuk makanan siap saji hot dog dengan varian menu Chili Dogs, Corn Dogs, Chili Cheese Fries dan Tastee Freez.",Food & Beverage,Waralaba,300000.0,,,1961.0,Galardi Group International Inc.,Amerika Serikat,Amerika Serikat,USD,,,,,976,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
138,https://fleibisnis.com/franchisedetails/yeobotopokki,Yeobo Topokki,"Yeobo Topokki adalah brand makanan Korea yang menjual berbagai macam menu food street makanan Korea dengan rasa yang paling diminati, dengan menjual konsep Korean street food dan menyesuaikan dengan market Indonesia.",Food & Beverage,Kemitraan,22500000.0,,,2019.0,"Usaha Anak Bangsa Perkasa, CV","Alamanda Timur A4 No.9, Grand Depok, Indonesia.",Indonesia,IDR,5.0,7500000.0,93,,980,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
139,https://franchisepedia.id/listing/ayampaduka/,Ayam Paduka,"Ayam Paduka adalah produk ayam goreng yang diracik dengan bumbu yang kaya akan rempah dan ayam berkualitas. Ayam Paduka adalah nama yang diambil dari Ayam Pada Suka, dimana memiliki arti bahwa menumenu di Ayam Paduka disukai oleh banyak orang. Ayam Paduka menyajikan produk yang unik dari segi topping, dimana topping terdiri dari saus yang asin gurih, pedas, hingga saus yang manis untuk menjangkau berbagai selera market yang beragam.",Food & Beverage,Waralaba,25000000.0,,,,,,Indonesia,,,,612 bulan,Tidak ada,63,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
140,https://franchisepedia.id/listing/bekenmirae/,BEKEN MIRAE,"Berdiri sejak Januari 2019, saat ini Beken Mirae menjadi Pelopor Kemitraan pertama yang menyajikan fusion cita Rasa Lokal dikombinasikan dengan gaya Korean BBQ. BBQ RASA LOKAL ini dipadukan dengan konsep penyajian ‘ngariung’ dari budaya Sunda, artinya produk yang disajikan akan memudahkan konsumen untuk semakin akrab dan berinteraksi satu sama lain, seperti menu NAMPAN LIMO 1.2 meter dengan 24 rasa, maupun Challenge Duet BBQ Nampan 1 KG. Dengan demikian Beken Mirae bukan hanya menyediakan experience rasa, namun juga menjadi pilihan aktivitas menarik bagi para Millenial serta Keluarga & Anak. Memegang rating tertinggi nomor 1 di kota Bandung dan Jakarta, berdasarkan Google Review kategori Restoran BBQ. Beken Mirae terbukti memberi konsistensi akan pelayanan terbaik, juga rasa terbaik yang disukai masyarakat. Keunikan Beken Mirae berhasil menarik perhatian massa hingga diliput oleh berbagai liputan TV, seperti Bikin Laper TransTV, SiUnyil, Cuan Boss, dan 9 program lainnya, serta viral dalam berbagai media sosial seperti Instagram dan Tiktok. Besar visi Beken Mirae untuk terus menyajikan inovasi modern dengan mengolah belasan, puluhan, hingga ratusan rempah yang sangat kaya di Indonesia, untuk Indonesia, ke seluruh Indonesia.",Food & Beverage,Waralaba,180000000.0,,,,,,Indonesia,,,,48 bulan,5%,116,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
141,https://franchisepedia.id/listing/brokitchen/,Bro Kitchen,BRO KITCHEN merupakan brand yang menerapkan bisnis model inovasi terbaru dunia F&B yaitu konsep multiple brand store yang memiliki banyak kelebihan dan terbukti tumbuh pesat dengan 40 outlet yang tersebar di Jabodetabek dan Yogyakarta dalam waktu 8 bulan selama pandemi berlangsung.,Food & Beverage,Waralaba,50000000.0,,,,,,Indonesia,,,,8 bulan,Tidak Ada,75,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
142,https://franchisepedia.id/listing/burgerbangor/,Burger Bangor,"Sejak dua tahun lalu tercetus ide kami membuka usaha makanan yang bisa menopang hidup anak cucu cicit di kemudian hari. Terciptalah Burger Bangor dengan racikan citarasa yang berbeda, menggunakan bahan baku 100% daging sapi Australia berkualitas tinggi dan rendah lemak, juga roti dan saos yang kami buat sendiri. Dalam waktu 24 bulan Burger Bangor telah membangorkan lebih dari 260 outlet di seluruh Indonesia dan lebih dari 1,3 juta pcs burger terjual setiap bulannya. Hingga saat ini sudah tercipta lebih dari 260 outlet dan akan terus bertambah, berkembang, dan bertumbuh kedepannya. ""Mari kita bangorkan Jabodetabek di 2022! dan Indonesia di 2023! Dan lanjutkan mimpi go International""",Food & Beverage,Waralaba,79000000.0,,,,,,Indonesia,,,,48 bulan,"1,5 juta/bulan",644,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
143,https://franchisepedia.id/listing/chocochiz/,Chocochiz,"Chocochiz merupakan salah satu bisnis waralaba minuman coklat dan keju yang selalu menjadi favorit para kalangan milenial. Waralaba Kemitraan Chocochiz Indonesia memiliki komitmen untuk menyediakan produk minuman coklat yang digabungkan dengan keju yang berkualitas dengan rasa premium. Bahan baku terbaik dan pilihan, akan menjadikan Chocochiz memiliki nilai jual tinggi dengan rasa produk yang terbukti enak, nikmat dan mantap. Chocochiz indonesia menawarkan 5 Paket kemitraan mulai dari 8,9 Jt, 12 Jt, 13 Jt, 70 Jt hingga 240 Jt Tiap paket ini memiliki kelebihan masingmasing mulai dari serbuk yang didapat, bentuk booth yang diperoleh, hak istimewa bloking area, pendampingan hingga BEP dan masih banyak lagi. Untuk info lebih lengkap bisa langsung kunjungi websitenya www.chocochiz.com atau bisa langsung chat admin dan DM instagramnya chocochiz_indonesia",Food & Beverage,Waralaba,8900000.0,,,,,,Indonesia,,,,23 Bulan,Tidak ada,171,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
144,https://franchisepedia.id/listing/colico/,Colico,"Didasari oleh keinginan untuk bisa menikmati minuman yang memiliki rasa yang nikmat dan bisa mendapatkan manfaat kesehatan serta tidak ada rasa “guilty feeling” pada saat mengkonsumsi secara berlebihan, maka kami menciptakan COLICO DRINKS. COLICO DRINKS merupakan bagian dari DumDum Group yang menyajikan minuman berbasis buahbuahan asli dipadukan dengan buah kelapa. Diproses secara alami dan higienis serta melalui proses pembekuan, menjamin setiap produk COLICO di cabang manapun, memiliki kualitas, rasa dan khasiat yang sama. Hal ini juga memudahkan para mitra dalam memiliki efisiensi & konsistensi operasional.",Food & Beverage,Waralaba,20000000.0,,,,,,Indonesia,,,,11% per bulan,Tidak ada,194,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
145,https://franchisepedia.id/listing/goffee/,Goffee,"Sejak tahun 2019 Goffee Indonesia telah fokus dan bangga melayani pelanggan freshly brew coffee, donut & french toast menggunakan bahan baku & peralatan yang berkualitas, setiap outlet goffee memiliki konsep desain yang unik dan memberikan pengalaman yang nyaman kepada komas. Sebuah tempat dimana semua orang dapat bersantai dan menikmati suasana sambil meminum kopi. Oleh karena itu kami akan terus meningkatkan standard pelayanan & kenangan indah kepada seluruh #GoffeeFamily. Good Coffee is pleasure, Good Friends are a treasure. #LoveatfirstSip",Food & Beverage,Waralaba,119000000.0,,,,,,Indonesia,,,,912 bulan,3% (gross profit),646,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
146,https://franchisepedia.id/listing/goklat/,Goklat,"Goklat adalah salah satu dari brand JP Group, berdiri pada tanggal 3 Agustus 2020, bergerak dibidang minuman yang menyediakan lebih dari 40 varian rasa dengan tagline ""Rasa Yang Selalu Dihati"", terbuat dari bahan baku premium dan gula pasir murni, dijual dengan harga terjangkau sehingga semua kalangan bisa menikmati segarnya minuman Goklat. Saat ini Goklat telah memiliki lebih dari 1.000 outet yang tersebar diseluruh Indonesia, berkonsep Food Street, Semi Cafe,/ Cafe maupun Mall. Goklat membuka peluang bisnis kepada masyarakat diseluruh Indonesia sehingga siapapun mempunyai kesempatan menjadi mitra franchise kami. Ini merupakan sebuah peluang usaha yang baik, dapat memberdayakan masyarakat menjadi wirausahawan guna meningkatkan kesejahteraan bersama. Goklat dikelola oleh tenaga tim yang profesional dan berpengalaman dibidang makanan dan minuman, dengan proses yang mudah dan praktis, Free Royalty dan Free Training, High Profit dan dengan Harga Kemitraan yang terjangkau sehingga banyak mitra yang join lebih dari 1 kemitraan, bahkan ada yang sampai dengan 16 kemitraan.",Food & Beverage,Waralaba,12300000.0,,,,,,Indonesia,,,,23 Bulan,Tidak ada,325,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
147,https://franchisepedia.id/listing/greenheroes/,Green Heroes,"Green Energi Utama adalah perusahaan yang bergerak di bidang Pengelolaan dan Ekspor limbah Minyak Goreng Bekas yang akan diolah kembali menjadi Biodiesel. Perusahaan kami berdiri sejak tahun 2015 di Samarinda dan membangun cabang di Malang pada tahun 2020. Kami juga telah tersertifikasi ISCC – EU (International Sustainability Carbon Certified – Europe). Pada tahun 2022 kami meraih Penghargaan REKOR MURI sebagai Pengumpul Minyak Goreng Jelantah Terbanyak dalam Satu Bulan. Hingga saat ini kami telah menjalin kerja sama dengan lebih dari 1000 penghasil limbah Minyak Goreng Bekas seperti Hotel, Restoran, Rumah Tangga, dan lain lain.",Cleaning Services,Kemitraan,500000000.0,,,,,,Indonesia,,,,56%213%,5%7%,329,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
148,https://franchisepedia.id/listing/iuiga/,IUIGA,"IUGA adalah brand Home & Living pertama dan satusatunya di Asia tenggara yang memperkenalkan revolusi model bisnis ritel yaitu direct to consumer. Model bisnis ini akan memastikan produk berasal dari produsen terbaik dan didistribusikan langsung ke konsumen tanpa melalui perantara. Dengan menggunakan model bisnis ini, konsumen akan mendapatkan produk berkualitas dengan harga yang jauh lebih terjangkau. IUIGA lahir dari sebuah pertanyaan, “Mengapa harus membayar begitu mahal untuk produk berkualitas?” Untuk menjawab pertanyaan tersebut, IUIGA memberikan transparansi harga pada setiap produk di mana konsumen dapat melihat harga modal, profit, sampai dengan harga ritel tradisional yang menggunakan pabrik yang sama dengan IUIGA. Kualitas adalah pola pikir untuk tetap berpegang pada hal yang penting. IUIGA adalah kualitas dari kejujuran, agar setiap orang memiliki akses untuk mendapatkan kualitas hidup yang lebih baik.",Health & Beauty,Kemitraan,450000000.0,,,,,,Indonesia,,,,< 2 tahun,10%,343,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
149,https://franchisepedia.id/listing/jellypotter/,Jelly Potter,"Jelly Potter merupakan bagian dari JP Group yaitu Usaha UMKM yang bergerak di bidang minuman dan makanan, dirintis oleh Bapak Herry dan Ibu Yenti, berdiri sejak bulan Mei 2018, yang saat ini telah menaungi 3 brand ternama yaitu JELLY POTTER, GOKLAT & WONG POTATO. Kedepannya akan terus berinovasi untuk menghadirkan brandbrand lainnya. Jelly Potter menawarkan kemitraan kepada masyarakat di seluruh Indonesia sehingga siapapun mempunyai kesempatan menjadi mitra franchise kami. Ini merupakan sebuah peluang usaha yang baik, dapat memberdayakan masyarakat untuk menjadi wirausahawan guna meningkatkan kesejahteraan masyarakat. Dengan tujuan ingin menjadikan Indonesia lebih maju melalui sebuah bidang usaha yang dapat dijalankan semua orang, juga membuka lapangan kerja untuk mewujudkan kesuksesan bersama Jelly Potter berkantor pusat di Jl. Pademangan III Samping Gang 30 No. 8 Kec. Pademangan, Jakarta Utara dan memiliki 2 kantor cabang yaitu di kota Solo, Jawa Tengah dan Kota Pontianak, Kalimantan Barat. Jelly Potter Merupakan brand minuman dengan lebih dari 70 varian rasa dan memiliki lebih dari 2.300 outlet yang tersebar di seluruh Indonesia, tentunya merupakan bisnis yang memiliki prospek yang bagus, dengan penghasilan yang menarik karena lisensi seumur hidup : TANPA biaya royalty Fee TANPA biayaperpanjangan TANPA biaya lainlain",Food & Beverage,Waralaba,17000000.0,,,,,,Indonesia,,,,2 bulan,Tidak ada,358,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
150,https://franchisepedia.id/listing/joomba/,Joomba,"Joomba smoothies bar merupakan sebuah kedai minuman sehat yang berfungsi sebagai meal replacement, detox/ weight loss solution, power drinks. Joomba berkomitmen untuk menjual produk dengan harga yang sangat terjangkau sehingga dapat dinikmati oleh masyarakat luas. semua produk joomba menggunakan sayur dan buahbuahan asli tanpa penambahan gula dan bahan pengawet. Joomba menggunakan madu sebagai alternatif pengganti gula. sehingga joomba menjadi sebuah lifestyle untuk masyarakat Indonesia karena kemudahan dan fungsi yang diberikan.",Food & Beverage,Waralaba,38000000.0,,,,,,Indonesia,,,,,1.5 juta,363,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
151,https://franchisepedia.id/listing/kebabdurianbecek/,Kebab Durian Becek,"Kebab Durian Becek berdiri pada 2018, merupakan brand yang bergerak di bidang FnB, produk utama kebab durian dengan berbagai macam topping. Kami hadir untuk keresahan masyarakat yang sulit mengupas durian, dan bosen sama olahan durian yang ituitu aja. Saat ini kami memiliki 30 cabang yang sudah tersebar di Indonesia. produknya udah berbentuk frozen food jadi mitra kita enggak perlu ribet untuk racikmeracik",Food & Beverage,Waralaba,24000000.0,,,,,,Indonesia,,,,311 bulan,Tidak ada,387,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
152,https://franchisepedia.id/listing/kedaiesjadoel/,Kedai Es Jadoel,"Kedai Es Jadoel adalah brand Minuman Es Khas Indonesia yang menyajikan berbagai jenis es yang digemari masyarakat Indonesia, bertujuan menjadi brand minuman es khas Indonesia yang terbesar dan terbaik di Indonesia melalui pelayanan, inovasi, kualitas , teknologi, dan standarisasi.",Food & Beverage,Waralaba,25500000.0,,,,,,Indonesia,,,,300% (3 bulan),Tidak ada,392,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
153,https://franchisepedia.id/listing/kopititikkoma/,Kopi Titik Koma,Kopi Titik Koma adalah kemitraan Coffee Shop yang memiliki produk andalan varian kopi susu specialty. Yaitu Kopi susu favorit masyarakat saat ini yang diolah dan menggunakan biji kopi pilihan layaknya Specialty Coffee Shop. Kopi Titik Koma menyajikan Kopi enak dengan pelayanan setara Coffee Shop internasaional dan konsep cafe yang nyaman dan unik.,Food & Beverage,Kemitraan,130000000.0,,,,,,Indonesia,,,,57 bulan,Rp.1.5 juta/bulan,409,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
154,https://franchisepedia.id/listing/kopte/,Kopte,"KOPTE adalah salah satu brand Dum Dum Group dengan konsep “Kopi & Teh Tarik” yang membawa nuansa peranakan modern. Brand message dan tagline KOPTE adalah #TarikSemangatmu. Dengan tagline ini KOPTE ingin mengajak #PejuangKopte untuk memberikan energi positif dengan membangkitkan atau mendorong semangat melakukan segala sesuatu dan menghadapi masalah apapun. Saat ini KOPTE sudah memiliki 100 outlet di seluruh Indonesia dan tersebar di 19 kota di Indonesia antara lain Jakarta, Tangerang, Bekasi, Cikarang, Bogor, Purwakarta, Bandung, Cirebon, Pekalongan, Surabaya, Palembang, Jambi, Banjarmasin, Medan, Padang, Balikpapan, Banjarbaru Kalimantan, Makassar, dan Jayapura, serta akan terus berkembang. Mempunyai daya jual dengan konsep menarik, harga bersaing dan produk berkualitas dengan harapan seluruh konsumen KOPTE bisa ngopi atau ngeteh setiap hari tanpa harus banyak menghabiskan budget di kantong. Menu KOPTE adalah kopi dan teh tarik, serta varian minuman lainnya seperti kopi dan teh tarik cincau. Selain berkualitas, bahan produk yang digunakan juga halal seperti semua makanan dan minuman brand Dum Dum Group lainnya",Food & Beverage,Waralaba,50000000.0,,,,,,Indonesia,,,,613 bulan,Tidak ada,369,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
155,https://franchisepedia.id/listing/ladybeetaiyaki/,Ladybee Taiyaki,"Ladybee Taiyaki merupakan bagian dari PT. Tahooe Pranata Indonesia yang menaungi brand Tahooe Indonesia, Butterlicious, Nasi Kari Pak Satrio dan Nekopi. Saat ini Ladybee Taiyaki sudah memiliki lebih dari 22 cabang di seluruh Indonesia. Misi kami yakni menghadirkan kue ikan unik dengan resep asli dari Jepang untuk memenuhi permintaan masyarakat Indonesia akan snack unik dari negara lain seperti Jepang. Dengan sistem kemitraan yang dapat menguntungkan partner. Ladybee Taiyaki menawarkan peluang kemitraan dengan keuntungan biaya kemitraan yang dapat dicicil hingga 12 kali, aman, sustain dan disukai oleh market dari berbagai kalangan usia.",Food & Beverage,Waralaba,95000000.0,,,,,,Indonesia,,,,512 bulan,1 juta,418,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
156,https://franchisepedia.id/listing/menail/,Menail,"Menail adalah waralaba yang menawarkan layanan kecantikan khususnya perawatan kuku. Dengan konsep yang modern dan layanan berkualitas, waralaba ini memberikan pengalaman perawatan kuku yang menyenangkan dan profesional.",Health & Beauty,Waralaba,60000000.0,,,,,,Indonesia,,,,,5%,473,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
157,https://franchisepedia.id/listing/miecin/,Miecin,"Miecin merupakan brand terbaru dari JP Group yang bergerak dibidang makanan dan minuman berdiri pada 12 Juni 2022. Miecin membuka peluang bisnis menyediakan produk Mie Kekinian dan juga Esteh dengan konsep Food Street maupun Café untuk dinein & take away dengan berbagai varian rasa racikan special bumbu Ala Miecin dan varian rasa Esteh yang sangat cocok di lidah dengan harga terjangkau, hanya dengan mulai dari harga Rp.6.000 untuk Esteh dan Rp.13.000 untuk Miecin. Miecin merupakan bisnis yang sangat menarik dan menjanjikan, dengan produk 2 in 1 yakni Mie dan Esteh dalam satu usaha dengan proses yang mudah dan praktis, dikelola oleh tim yang profesional dan berpengalaman, free rolyalty dan training, dan harga kemitraan yang terjangkau.",Food & Beverage,Waralaba,12300000.0,,,,,,Indonesia,,,,23 bulan,Tidak ada,528,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
