franchise_href,franchise_id,franchise_name,description,franchise_category,franchise_type,costs,total_outlets,website_url,phone_number,email_address,year_established,company_name,company_address,net_profits_per_month,license_duration_in_years,royalty_fees_per_month,return_of_investments,logo_image_url,image_url
https://klikfranchise.com/services/franchisedankemitraan/detail/bma7kedb1498z5gwjrykovpxvpwdbzlrgx2qonvelapm30y6qa,256,Soto Suroboyoan Haji Wasdi,Warung makan yang menawarkan hidangan soto khas Suroboyo dengan cita rasa yang autentik.,Kuliner,Waralaba,4000000,,,0214894661,,,Soto Suroboyoan Haji Wasdi.,,,,,,,
https://klikfranchise.com/services/franchisedankemitraan/detail/bpklje9o3rwmwglokmzp7b4zzjzvdx0rdn18yqj6naaqy2gebo,257,Zeger! Indonesia,"Franchise yang menawarkan produk atau layanan dengan konsep energi dan semangat yang tinggi, menciptakan pengalaman berbeda.",Kuliner,Waralaba,35000000,,,081333653444,zeger.indonesia@gmail.com,2018,,,,,,,https://klikfranchise.com/media/franchiseLogo/zeger_pdki.jpg,https://www.waralabaku.com/UserFiles/weebeeone/Image/franchise-peluang-usaha-minuman-zeger-indonesia_mei_2023_11.jpg
https://klikfranchise.com/services/franchisedankemitraan/detail/bvjwbvql13b8aw0adkezo9py4w5pkqo74gmznxgnjmylrdre2e,258,Sop Buah Es Krimku,Warung makan yang menawarkan sop buah dan es krim dengan berbagai variasi rasa.,Kuliner,Waralaba,7500000,,,085706575973,fik_ram_si@yahoo.com,2014,Fina Home Industri.,,,,,,https://klikfranchise.com/media/franchiseLogo/sop_buah_es_krimku_google.jpg,https://indramayuinfo.com/wp-content/uploads/2021/12/WhatsApp-Image-2021-12-15-at-20.23.52.jpeg
https://klikfranchise.com/services/franchisedankemitraan/detail/bxjbqeda6ao2jnr0o47g518pvezrwlmnkvdxkpglbeqym3y9wg,259,Sicepat Express,Layanan kurir atau pengiriman barang yang menawarkan kecepatan dalam pengiriman.,Logistik,Waralaba,1500000,,https://www.sicepat.com,02150200050,support.custamer.care@sicepat.com,2014,,,,,,,https://klikfranchise.com/media/franchiseLogo/sicepat_google.jpg,https://content-main-api-production.sicepat.com/public/file/61f21347fa4c2f001113d0eb
https://klikfranchise.com/services/franchisedankemitraan/detail/byr3pekj18wkgonyavj6lv5bg8rmd7b0xqa9eopmndg4wqxl2w,260,Sure Caffe,Warung kopi atau kafe yang menawarkan berbagai jenis minuman kopi dan makanan ringan.,Kuliner,Waralaba,14000000,,,082138804988,,2020,Sandi Group.,,,,,,https://scontent.fsub1-1.fna.fbcdn.net/v/t39.30808-6/310390424_581200893797748_4812719604195618353_n.png?_nc_cat=109&ccb=1-7&_nc_sid=efb6e6&_nc_ohc=0i5x63O614UAX8hTDzc&_nc_zt=23&_nc_ht=scontent.fsub1-1.fna&oh=00_AfDet-AmtUE1Uz17ObREXhMSAcuL07eyZEKpLtSIUSaJnQ&oe=657802D3,https://brdsg.com/img/800/brnujd46brq3ttjpvh_1/hqhpLxgpMH2hf3JhqC3oQ06nDqjOF1Skqfxo7MHtnRBA.jpg
https://klikfranchise.com/services/franchisedankemitraan/detail/d0g9o675jnbrmky14lozjympakxqxalre3bndwdeqvkav28wgk,261,The Turkish Kebab,Tempat yang menyajikan hidangan kebab khas Turki.,Kuliner,Waralaba,19900000,,,081215507040,theturkishkebab@yahoo.com,2009,,,,,,,https://waralabakan.com/media/k2/items/cache/ea91bb19891b6c623322a2cb25533741_XL.jpg,https://waralabakan.com/images/data/waralaba/makanan-dan-minuman/turkish-kebab/turkish-kebab-1.jpg
https://klikfranchise.com/services/franchisedankemitraan/detail/d4enk29wrvb1kwlyjpg5qmqzwlavx6nbmylore8pj7ga0d3odj,262,Tahu Puk Puk,Tempat yang menyajikan tahu dengan metode pengolahan atau penyajian yang khas.,Kuliner,Waralaba,3300000,,http://tahupukpuk.com/,0282149828885,tahupukpukindo@gmail.com,2014,Tahupukpuk Factory.,,,,,,https://www.waralabaku.com/logo/logo_franchise_peluang_usaha_tahu_puk_puk.jpg,https://www.waralabaku.com/UserFiles/tahupuk/Image/franchise-peluang-usaha-tahu-puk-puk-25Okt2018_1.jpg
https://klikfranchise.com/services/franchisedankemitraan/detail/d6vqrd7qo2xmwjywla453xzbozj8eorbpvaz1kdnnplk0y9ggz,263,ZAP Clinic,"Klinik kecantikan yang menawarkan berbagai layanan perawatan kecantikan, mungkin dengan teknologi terkini.",Kesehatan & Kecantikan,Waralaba,,,http://www.zap.co.id,081398646177,,2013,ZAP Group.,,,,,,,https://blogger.googleusercontent.com/img/b/R29vZ2xl/AVvXsEhztGQCXOMD1HH9p4BJcuVxVe5WFVYjLY9uUN9n9w_f-blbBPicabza3Q0EDgG4UJXJbDmGWo36-V8-hsIfoUxAfqNo8g1K5C90Uz3CtQRoLhacWVjKFVzXmhAD0ZDJv2O-pYiMb_jdGxw8SrRR3gK2pstVRQfDmRitshGBwOkA7gtRhe4dm9KaUO8osw/s1024/WhatsApp%20Image%202022-08-15%20at%2014.53.10.jpeg
https://klikfranchise.com/services/franchisedankemitraan/detail/dabq8gqg15myplw7onjjrzylmo0rd9ewa6k24eoxdvbmkxznp1,264,Zahfy Kebab,"Franchise kebab yang menonjolkan keunikan dalam penyajian dan bumbu, menciptakan pengalaman kebab yang istimewa.",Kuliner,Waralaba,30000000,,,02133081603,,,Zahfy Kebab.,,,,,,,https://awsimages.detik.net.id/content/2013/04/04/480/zahfykebab1a.jpg
https://klikfranchise.com/services/franchisedankemitraan/detail/dd3j4wlwrv1renky80lnzxzmrx9bvmdppqb6qea7axoo2kgyjg,265,Wedrink,"Usaha minuman yang menawarkan berbagai jenis minuman, termasuk kemungkinan minuman inovatif atau kreatif.",Kuliner,Waralaba,330000000,20,https://www.wedrinkrx.com/,82232326868,rinaldiavin2706@gmail.com,2023,PT RUNXIANG INTERNASIONAL INDONESIA.,,,,,,https://klikfranchise.com/media/franchiseLogo/Logo_Wedrink2-02.png,https://www.indoberbisnis.com/wp-content/uploads/2023/02/wedrink.webp
https://klikfranchise.com/services/franchisedankemitraan/detail/ddjnd53bqykwpoxrlbkeq9r8jxvm64g0jzmaa1gzvpxol7nwyn,266,Si Kinclong Laundry,"Layanan laundry yang menawarkan kebersihan dan kualitas layanan, mungkin dengan konsep yang bersih dan cemerlang.",Jasa Kebersihan,Waralaba,115000000,,,0227202564,,2006,CV. Salma Fadjar Utama.,,,,,,https://klikfranchise.com/media/franchiseLogo/si_kinclong_logo.jpg,https://2.bp.blogspot.com/-WCVMOLOi6gw/UZ3MAX3AUuI/AAAAAAAAL4o/rKYAcWuqHNg/w1200-h630-p-k-no-nu/sikinclong_laundry.jpg
https://klikfranchise.com/services/franchisedankemitraan/detail/ddvqgvdzxjek268mk7olyqpbgkbn4wpbrljx10g3na5rm9azyz,267,Zarric Coffee,"Menyediakan kopi dengan kualitas premium, mungkin dengan sentuhan kreatif dan suasana yang nyaman.",Kuliner,Waralaba,190000000,,,0811777525,,,Zarric Coffee.,,,,,,,
https://klikfranchise.com/services/franchisedankemitraan/detail/ddy1dvrezglajp5mbw3bokon5zq64varxje8y9pzk02n7lqwgr,268,Shabu Tei,Restoran yang menawarkan hidangan shabu-shabu.,Kuliner,Waralaba,,,,02172801845,,,PT Jasa Boga Sukses Pratama.,,,,,,https://klikfranchise.com/media/franchiseLogo/shabu_tei.jpg,https://media-cdn.yummyadvisor.com/store/c48b3e8c-4494-477a-96e1-a1623519ca30.jpg?x-oss-process=style/type_15
https://klikfranchise.com/services/franchisedankemitraan/detail/deonr2axzp9nye0aq3rdlkkgrdvpmqvm6ow4dbj8l1wx7ybgje,269,SLANKAFE,Kafe dengan konsep yang terinspirasi oleh grup musik Slank.,Kuliner,Waralaba,50000000,,http://www.slankafe.com/,08127778711,slankafe@yahoo.com,2019,PT. Slankafe Citra Indonesia.,,,,,,https://klikfranchise.com/media/franchiseLogo/Slankafe_PDKI.jpg,https://pbs.twimg.com/media/ESeaGpAU4AEoAxi.jpg
https://klikfranchise.com/services/franchisedankemitraan/detail/dgjoz7wpbjlby4r0nnle13q5mq5d8mkoe6drag2kvq9xmxywan,270,So Sweet,Toko kue atau kafe yang menawarkan berbagai jenis kue dan makanan manis.,Kuliner,Waralaba,7700000,,http://sosweetindonesia.com,082117579911,sosweetindonesia19@outlook.com,2019,So Sweet Indonesia.,,,,,,https://klikfranchise.com/media/franchiseLogo/so_sweet_pdki.jpg,https://scontent.fsub1-1.fna.fbcdn.net/v/t39.30808-6/327450891_892026138585103_4637810938492069276_n.jpg?_nc_cat=102&ccb=1-7&_nc_sid=783fdb&_nc_ohc=u-Xe7k4CZ5cAX-3u4fY&_nc_zt=23&_nc_ht=scontent.fsub1-1.fna&oh=00_AfAEBnW6tYn1auNhUFVTxawNDGg2_El3Ypa9FffXOUvAQw&oe=65786367
https://klikfranchise.com/services/franchisedankemitraan/detail/djvrgnybmop7lvkbkmo5381xn2xw0d6ewaypnzlerjdq2za4gl,271,Tahu Bulat Tunk & Mendoan,Warung makan yang menawarkan tahu bulat dan mendoan dengan berbagai variasi.,Kuliner,Waralaba,7500000,,,02291930550,,,CV HWK Media Utama.,,,,,,,
https://klikfranchise.com/services/franchisedankemitraan/detail/dlogry63ewnbmm9o1ezx2jzp92rk5ayv4q0bqwpngk7ld8jadp,272,Zafaran Beauty And Spa,Menawarkan layanan spa dan kecantikan dengan konsep yang mungkin terinspirasi oleh keindahan Zafaran.,Kesehatan & Kecantikan,Waralaba,100000000,,http://zafarangroupindonesia.com,081336078387,zafarangroupindonesia@gmail.com,2019,PT Zafaran Grup Indonesia.,,,,,,https://klikfranchise.com/media/franchiseLogo/zafaran_pdki.jpg,https://cdn.zafarangroupindonesia.com/2022/01/foto-team-zafaran-beauty-and-spa.jpg
https://klikfranchise.com/services/franchisedankemitraan/detail/dprdqpa2oboxm5rlvk1nxdnqrlvb6y794kj0w8legezazy3jmb,273,Tian Tian Rice Yogurt,Tempat yang menyajikan yogurt dengan campuran beras atau variasi makanan sehat.,Kuliner,Waralaba,15000000,,http://tiantianriceyogurt.com/,08111399660,tiatian1986@gmail.com,2019,,,,,,,https://klikfranchise.com/media/franchiseLogo/Tian_tian_rice_yogurt_pdki.jpg,https://assets-pergikuliner.com/EccXc4-ZfSvSPZH6ejVXatkzX1E=/fit-in/1366x768/smart/filters:no_upscale()/https://assets-pergikuliner.com/uploads/image/picture/1938079/picture-1591341647.jpg
https://klikfranchise.com/services/franchisedankemitraan/detail/dqdmbmvexpol82bn1enz3yjlaxrw6y90qvz7jw4rxa5adogkg3,274,Yes Spa Helm,"Spa dan perawatan kepala yang menonjolkan keunikan layanan pada area kepala, menciptakan pengalaman spa yang berbeda.",Otomotif,Waralaba,12000000,,,02137351700,,2009,CV Yes Karya Indonesia.,,,,,,https://secure.gravatar.com/blavatar/d7e6ef56d44a6e94488e4c32d02731c7f765bb5a2a54e9264e559b49554c820e?s=200&ts=1695430646,https://1.bp.blogspot.com/_AKPkkWSWJus/SnsFH5i8GtI/AAAAAAAAAiY/3I1QTxRXr5Q/S1600-R/blog+layer.jpg
https://klikfranchise.com/services/franchisedankemitraan/detail/dqpdrakgeyvk6g8lm2b05wzza3eb7awv41lqjyoxd9npomjn3p,275,TELUR GULUNG MILENIAL,Tempat makan yang menawarkan telur gulung dengan sentuhan milenial atau modern.,Kuliner,Waralaba,1500000,,,083865405282,konveksi_berkah@yahoo.com,2018,,,,,,,https://scontent.fsub1-1.fna.fbcdn.net/v/t39.30808-6/326934639_892570515219894_8253081234572116725_n.jpg?_nc_cat=109&ccb=1-7&_nc_sid=efb6e6&_nc_ohc=tlYcYSSDXXUAX8k7Sab&_nc_zt=23&_nc_ht=scontent.fsub1-1.fna&oh=00_AfBUCZXx6W6NiLagmB4nlUazv6YkYVMk42RWN73uXa6Sxg&oe=65790907,https://scontent.fsub1-2.fna.fbcdn.net/v/t39.30808-6/327547775_696651355298132_986534101561176089_n.jpg?stp=dst-jpg_p526x296&_nc_cat=111&ccb=1-7&_nc_sid=783fdb&_nc_ohc=bSBE34-nUEcAX8uRkpF&_nc_zt=23&_nc_ht=scontent.fsub1-2.fna&oh=00_AfA90F4fv_OvkcoZKQyIE4evHlZH4_6TLOtfFWmdul8bww&oe=657874D2
https://klikfranchise.com/services/franchisedankemitraan/detail/dwkq6jqrbzgmbaeomkwo91yrxkvnnxl7d4aldxep38j5g02zya,276,Yen Thai Tea,Franchise minuman Thai tea dengan konsep yang menonjolkan kualitas dan cita rasa otentik Thai tea.,Kuliner,Waralaba,4200000,,https://yenthaitea.com/,08112827176,yenthaitea@mail.com,2019,,,,,,,https://www.waralabaku.com/logo/logo_franchise_peluang_usaha_yen_thai_tea.jpg,https://www.waralabaku.com/UserFiles/yenthaitea/Image/franchise-peluang-usaha-yen-thai-tea@18Nov2019_01.jpg
https://klikfranchise.com/services/franchisedankemitraan/detail/dylkp1xmmrznk6denwvgl4obrowbq9d3roajg82epzvjxy0a78,277,Sosis Dinamit,Warung makan yang menawarkan sosis dengan rasa pedas dan eksplosif.,Kuliner,Waralaba,10000000,,,082222216471,sosisdinamit@yahoo.com,2012,Mbah Kakoeng Prima Boga.,,,,,,https://www.waralabaku.com/UserFiles/sosisdinamit/Image/sosis01@15102015.jpg,https://www.waralabaku.com/UserFiles/sosisdinamit/Image/sosis06@15102015.jpg
https://klikfranchise.com/services/franchisedankemitraan/detail/dz26bqvn0vqrg4yn7pda1om5wapkgaj3re9jklxx8leobywwdx,278,Tahu Kece,Tempat yang menawarkan tahu dengan kesan kece atau keren.,Kuliner,Waralaba,4900000,,,081253063006,franchisetahukece@gmail.com,2016,,,,,,,https://waralabakan.com/media/k2/items/cache/da89514e409822180ac867ab6712269d_S.jpg,https://waralabakan.com/images/data/waralaba/makanan-dan-minuman/tahu-kece/1-franchise-tahu-kece.jpg
https://klikfranchise.com/services/franchisedankemitraan/detail/dzyj5lzbkdvqd64b9mjeow20kx7qg38ryxpopwmnkaavxelg1g,279,Yoiki Thaitea,Franchise minuman Thai tea dengan konsep yang menekankan pada kesegaran dan cita rasa otentik Thai tea.,Kuliner,Waralaba,6500000,,https://yoikithaitea.co.id/,082131047494,marketing@yoikithaitea.co.id,,CV. Mahadana Group.,,,,,,https://majalahfranchise.com/wp-content/uploads/2021/02/yoiki.png,https://i0.wp.com/i.gojekapi.com/darkroom/gofood-indonesia/v2/images/uploads/c230f58e-ea55-472a-aa4d-af33dd900666_IMG_20210222_195913_853.jpg
https://klikfranchise.com/services/franchisedankemitraan/detail/e37x8rnawk1b6kpzlldqdb5xzknej9204ygmewqgyzoomjvvp0,280,XIOBOBA Indonesia,Franchise minuman boba dengan konsep yang mungkin menonjolkan kualitas dan keunikan dalam penyajian minuman boba.,Kuliner,Waralaba,3900000,,,081357222320,xioboba.id@gmail.com,2019,Berwirausaha Group.,,,,,,https://www.waralabaku.com/logo/logo_franchise_peluang_usaha_xioboba_indonesia.jpg,https://doyanayam.com/wp-content/uploads/2020/09/hal-4-min-768x1086.jpg
https://klikfranchise.com/services/franchise-dan-kemitraan/detail/e3n95drqo6nz1rvglbwjxz0mxnjekk8yxbwaeday2vq4gml7pb,281,SWEETABY,Toko kue atau kafe yang menawarkan berbagai jenis kue dan makanan manis.,Kesehatan & Kecantikan,Waralaba,,,http://sweetaby.com,081393064253,sweetaby.official@gmail.com,2019,,,,,,,https://www.waralabaku.com/logo/logo_franchise_peluang_usaha_sweetbaby.jpg,https://www.waralabaku.com/UserFiles/sweetbaby/Image/franchise-peluang-usaha-sweetbaby-kemitraan@08Des2020_02.jpg
https://klikfranchise.com/services/franchise-dan-kemitraan/detail/e8k6x7lwrzk94b2nydwymjomrvmpvgxpl31jegoaevbqarnd0g,282,Waroeng Podjok,"Warung makan dengan konsep pojok atau sudut, menawarkan hidangan Indonesia yang lezat.",Kuliner,Waralaba,,,,0217378210,,,PT. Puri Inti Rasa.,,,,,,,https://makassar.terkini.id/wp-content/uploads/2023/03/makassarterkini_20230305_191951-01-696x385.jpg
https://klikfranchise.com/services/franchise-dan-kemitraan/detail/ed7rjrbwgwl0dxvkp1q2alkazjazq8eyobne46gjmo3nzxy59w,283,Sour Sally Mini,Gerai yang menawarkan berbagai produk yoghurt dengan konsep mini atau kecil.,Kuliner,Waralaba,75000000,,http://www.soursallymini.com,087885592238,info@soursallymini.com,2008,Sour Sally Group.,,,,,,https://klikfranchise.com/media/franchiseLogo/sour_sally_mini_pki.jpg,https://4.bp.blogspot.com/-p_uSe2Md3Jg/V_BZ0AyFvFI/AAAAAAAAFHs/ZZWtH2DzKik52E-_ay79fgtw8Uuwlz4KgCEw/s1600/1.jpg
https://klikfranchise.com/services/franchise-dan-kemitraan/detail/ejrqo1va6pb57wqrgwm2xekvnjvklngz0npal8ddy9yjbmze4k,284,Tofuku Tahu Krispi,Tempat yang mengkreasikan tahu menjadi hidangan yang renyah (krispi).,Kuliner,Waralaba,75000000,,,0318792341,,,CV Tofuku Mitra Indonesia.,,,,,,,
https://klikfranchise.com/services/franchise-dan-kemitraan/detail/eldbpke6xpn3lzokvgqqj21vpdv475ngjywrmyxa9z8ade0bmk,285,TAHU MAFIA,Tempat yang menyajikan tahu dengan sentuhan yang misterius atau 'mafia'.,Kuliner,Waralaba,5500000,,http://www.tahumafia.com,081229795868,mafiatahu@gmail.com,2015,,,,,,,https://klikfranchise.com/media/franchiseLogo/tahu_mafia_pdkii.jpg,https://asset-2.tstatic.net/tribunnews/foto/bank/images/tahu-mafia_20160331_212604.jpg
https://klikfranchise.com/services/franchise-dan-kemitraan/detail/elozbbvdqeryjg5w1xolpangz7p4dkav62k08nm7m9qjyexw3q,286,Tahu Benjo,Tempat yang menyajikan tahu dengan nama yang khas atau unik (Benjo).,Kuliner,Waralaba,3900000,,http://www.tahubenjo.com,081227000901,tahubenjo@gmail.com,2018,CV. Pangan Terbaik.,,,,,,https://pbs.twimg.com/profile_images/1133567451000725504/8yYV-DhC_400x400.jpg,https://tahubenjo.com/wp-content/uploads/2023/01/website-2023_7-varian.jpg
https://klikfranchise.com/services/franchise-dan-kemitraan/detail/eneqxqmjo3pkdwanr8adyxgzrgzjb02yom7pvklb5461wregln,287,Simply Fresh Laundry,Layanan laundry yang menawarkan kebersihan dan kualitas layanan.,Jasa Kebersihan,Waralaba,4800000,,,02746411333,,2006,PT. Sushanto Indonesia.,,,,,,https://klikfranchise.com/media/franchiseLogo/simply_fresh_laundry_logo.jpg,https://images.bisnis.com/posts/2022/08/26/1570985/simply_fresh_laundry.jpg
https://klikfranchise.com/services/franchise-dan-kemitraan/detail/eo4wpeblvr8x0do3yjkag9b2dbdmnyev7qzq5apmkjgzwnlxr0,288,Tasty Kebab,Tempat yang menyajikan kebab dengan cita rasa yang lezat.,Kuliner,Waralaba,109000000,,,02198278193,,,Tasty Kebab.,,,,,,,
https://klikfranchise.com/services/franchise-dan-kemitraan/detail/ep7aayrn1kvzgnjl5x3v2xwpzbpmg4ezbwdqokq0d9yjmeb6o7,289,Tahu Sumedang satu rasa,Tempat yang menyajikan tahu khas Sumedang dengan satu varian rasa.,Kuliner,Waralaba,7500000,,https://www.tahusumedangsaturasa.com/,085817497001,tahusumedangsaturasa1@gmail.com,,,,,,,,https://scontent.fsub1-1.fna.fbcdn.net/v/t39.30808-6/278309882_123201623645891_3708513934622002820_n.jpg?_nc_cat=104&ccb=1-7&_nc_sid=dd5e9f&_nc_ohc=6Rt07JnaOQ0AX-1nYBi&_nc_zt=23&_nc_ht=scontent.fsub1-1.fna&oh=00_AfA-3Hu9Wbj1hrB9xk-Icg44BFYbuKTul7ABVTMWdike9Q&oe=6578A690,https://www.tahusumedangsaturasa.com/wp-content/uploads/2021/08/tahu-sumedang-satu-rasa-slider-1-FIKS.jpg
https://klikfranchise.com/services/franchise-dan-kemitraan/detail/eqbkydw49l6xke0pmv38z7joledgzxgpbowaamvlrn5n1yejrz,290,The Capsule Inn,Hotel atau akomodasi dengan konsep kapsul.,Pariwisata,Waralaba,15600000,,http://thecapsuleinn.com/,08119170399,office@thecapsuleinn.com,2018,,,,,,,https://www.waralabaku.com/logo/logo_franchise_peluang_usaha_penginapan_the_capsule_inn.jpg,https://scontent.fsub1-2.fna.fbcdn.net/v/t39.30808-6/306281308_195943376135739_4165421170057310804_n.jpg?_nc_cat=111&ccb=1-7&_nc_sid=783fdb&_nc_ohc=B9V3B6JXbZUAX-1gHd2&_nc_zt=23&_nc_ht=scontent.fsub1-2.fna&oh=00_AfBhS0hW-7RUhBy6_iO223uzWS5fWAEKKrb2Nhtt0xBhsg&oe=6579B4C8
https://klikfranchise.com/services/franchise-dan-kemitraan/detail/erykrxjmnodqlkzgazpjwdpyknx5qb1mb8ol2v4en93w6aveg8,291,Warung Ayam Saos Pedas (ASP),Warung ayam goreng dengan konsep pedas yang menonjolkan cita rasa yang khas.,Kuliner,Waralaba,660000000,,,085765589846,,2013,,,,,,,https://klikfranchise.com/media/franchiseLogo/warung_ayam_saus_pedas_pdki.jpg,https://makanjogja.com/imgartikel/Warung-ASP-Pelopor-Ayam-dengan-Saus-Pedas-nan-Memikat-artikel1146.jpg
https://klikfranchise.com/services/franchise-dan-kemitraan/detail/ewbm2y3zxoovd9bamprxqleya2nzjw7j5g8ervdkna6pq0g4lw,292,Tea Factory,Tempat produksi atau gerai minuman yang mengkhususkan diri pada teh.,Kuliner,Waralaba,,,,083830655198,edo.yuwon@gmail.com,2015,,,,,,,https://klikfranchise.com/media/franchiseLogo/tea_factory_pdki_AWekfpp.jpg,https://www.waralabaku.com/UserFiles/teafactory/Image/franchise-peluang-usaha-minuman-teh-factory@26Feb2021_01.jpg
https://klikfranchise.com/services/franchise-dan-kemitraan/detail/ewdpnpza852bdgjvqqmxryyab5zg70r9ko631x4beewlolnkjq,293,Super Wash,Layanan laundry dan dry cleaning dengan konsep yang menyediakan layanan laundry yang cepat dan berkualitas.,Jasa Kebersihan,Waralaba,15000000,,,02744462469,,2004,Edria Group.,,,,,,https://klikfranchise.com/media/franchiseLogo/super_wash_logo.jpg,https://thumb.viva.co.id/media/frontend/thumbs3/2015/01/09/289259_superwash_1265_711.jpg
https://klikfranchise.com/services/franchise-dan-kemitraan/detail/eya6qe3yxk1grgorpxzzjalwgzbnd748evk2j059mmwnolpdbl,294,Xoxo,Usaha yang menawarkan berbagai produk atau layanan dengan konsep yang menonjolkan kehangatan dan keceriaan.,Kuliner,Waralaba,508010000,,,082384845004,,2019,CV.Senyawa.,,,,,,https://www.waralabaku.com/logo/logo_franchise_peluang_usaha_xoxo_various_kinds_0f_drinks.jpg,https://www.waralabaku.com/UserFiles/xoxo/Image/franchise-peluang-usaha-xoxo-various-kinds-0f-drinks_3.jpg
https://klikfranchise.com/services/franchise-dan-kemitraan/detail/eylxjawqa1brdelvn95g8mrvvnvg4xwp207n6djokmyp3beokl,295,Sushi Bar,Restoran atau gerai yang menawarkan berbagai jenis sushi.,Kuliner,Waralaba,3799000,,,085736288888,,,,,,,,,,
https://klikfranchise.com/services/franchise-dan-kemitraan/detail/eynmz0gew5pbqwvoxvbqje4mgkmk2o6llzy1aj93dx8drkg7ne,296,Soto Kudus Pak Minto,Warung makan yang menawarkan hidangan soto khas Kudus dengan cita rasa yang autentik.,Kuliner,Waralaba,11000000,,,02170928457,,2009,CV. Tambah Tumbuh.,,,,,,https://klikfranchise.com/media/franchiseLogo/soto_kudus_pak_minto.jpg,https://3.bp.blogspot.com/_YiKC9DGOSZ0/TSKix9sf8XI/AAAAAAAABV8/TYvlKf1gSWk/s1600/Kilas%2B3.Soto%2BKudus%2B%25287%2529_360x480.gif
https://klikfranchise.com/services/franchise-dan-kemitraan/detail/g04zvwzaorly9bqwp7q1xdgpn53ykn6dlgebm8rx5je2nmjoko,297,Sushi Ramen Street,Tempat makan yang menawarkan hidangan sushi dan ramen dengan variasi rasa yang lezat.,Kuliner,Waralaba,40000000,,,02129066666,,,,,,,,,https://pbs.twimg.com/media/CAMIlnWVEAAaUQH.jpg,https://pbs.twimg.com/profile_images/577292759511363585/Eb8qzKsZ_400x400.jpeg
https://klikfranchise.com/services/franchise-dan-kemitraan/detail/g3pgl9nnyymeadmpq0zdraxvawvbqr67jbkx48olojewg5k12d,298,Sudut Sdjenal Coffe,Warung kopi atau kafe dengan konsep yang menonjolkan sudut atau sudut-sudut unik.,Kuliner,Waralaba,50000000,,,087771213133,,2018,,,,,,,https://scontent.fsub1-2.fna.fbcdn.net/v/t39.30808-1/305569844_500290525435450_6350665829078271130_n.jpg?stp=dst-jpg_p320x320&_nc_cat=106&ccb=1-7&_nc_sid=596444&_nc_ohc=O9zZLebYZh8AX9CTvMr&_nc_ht=scontent.fsub1-2.fna&oh=00_AfBE37lQlPVH1szteGMb-URHpvQomPQ2OjMVD1dEBuV-tg&oe=65790378,https://assets-pergikuliner.com/0ltZSoQTZ9uBjRba5F49PKD_u_4=/fit-in/1366x768/smart/filters:no_upscale()/https://assets-pergikuliner.com/uploads/image/picture/2252956/picture-1624008635.jpg
https://klikfranchise.com/services/franchise-dan-kemitraan/detail/gaegn82doxbkwxalvmdqm361o317lbk5nypeyo9rz4vjzj0gwo,299,Star Bandrek,Warung makan atau gerai minuman yang menawarkan minuman bandrek dengan cita rasa khas.,Kuliner,Waralaba,25000000,,,02518350056,,,PT Liza Herbal International.,,,,,,,
https://klikfranchise.com/services/franchisedankemitraan/detail/gemqgraw17ykj0odqzz86j4rad5xbvkm2pllnev3bonday9xgz,300,The Kebab Arabian,Tempat yang menyajikan kebab ala Arab.,Kuliner,Waralaba,55000000,,,081226237417,,2021,,,,,,,,
https://klikfranchise.com/services/franchisedankemitraan/detail/gg7dpmnl824zjyer95b0g3nwlnw6oolqvmp1jyrxkaexkdqvb7,301,Teh Gopek,Gerai minuman yang menawarkan teh dengan gaya gopek atau klasik.,Kuliner,Waralaba,4000000,,,0283491435,,1942,PT Teh Gopek Cipta Utama.,,,,,,,https://www.franchiseglobal.com/images/posts/2019/07/19/teh-gopek.jpeg
https://klikfranchise.com/services/franchisedankemitraan/detail/ggmrll7knb8qjywrgqep294x5n16dymbx3aonzdawzjov5k0v2,302,Zuppa Zip,"Franchise yang menyajikan sup dengan berbagai varian rasa dan isian yang lezat, menciptakan pengalaman santap yang hangat.",Kuliner,Waralaba,15000000,,http://www.zuppaziponline.com,082217221055,hercahyowisnu@yahoo.co.id,2009,,,,,,,https://waralabakan.com/media/k2/items/cache/73c564de315ae81db9aaa50a11f02581_L.jpg,https://waralabakan.com/images/data/waralaba/makanan-dan-minuman/zuppazip/7-peluang-usaha-franchise-makanan-italia-zuppazip.jpg
https://klikfranchise.com/services/franchisedankemitraan/detail/gjoogw2kznm50jeyvq71r8vq1vrxxdg36akyzlepmwb4bpan9n,303,Soto Seger,Warung makan yang menawarkan hidangan soto dengan cita rasa segar dan lezat.,Kuliner,Waralaba,400000000,,,08979939035,,2021,.,,,,,,https://www.sotoboyolaliamanah.com/wp-content/uploads/2022/01/cateringsoto-1.jpg,https://www.sotoboyolaliamanah.com/wp-content/uploads/2022/01/sotoamanah.jpg
https://klikfranchise.com/services/franchisedankemitraan/detail/gjppa6lk28vezre7gqol1wyozx5jadnkxyq9wdb0vxrm4bgnzr,304,The Clean Bar Shoes & Bag Cleaning,Tempat yang khusus menawarkan layanan pembersihan untuk sepatu dan tas.,Jasa Kebersihan,Kemitraan,35000000,,http://www.thecleanbar.com,081329532935,Cleanbar.laundry@gmail.com,2014,,,,,,,https://klikfranchise.com/media/franchiseLogo/the_clean_bar_pdki.jpg,https://www.daya.id/website/var/tmp/image-thumbnails/0/3796/thumb__auto_7e7e0dad23d3cca166d67825e3368bc6/booth7.jpeg
