franchise_href,franchise_id,franchise_name,description,franchise_category,franchise_type,costs,total_outlets,website_url,phone_number,email_address,year_established,company_name,company_address,net_profits_per_month,license_duration_in_years,royalty_fees_per_month,return_of_investments,logo_image_url,image_url
https://franchisepedia.id/listing/kedaiesjadoel/,153,Kedai Es Jadoel,"Kedai Es Jadoel adalah brand Minuman Es Khas Indonesia yang menyajikan berbagai jenis es yang digemari masyarakat Indonesia, bertujuan menjadi brand minuman es khas Indonesia yang terbesar dan terbaik di Indonesia melalui pelayanan, inovasi, kualitas , teknologi, dan standarisasi.",Kuliner,Waralaba,25500000,,https://www.instagram.com/kedaiesjadoel.id,081222228562,,,,"Jl. Cikini Raya No. 38, Cikini, Menteng, Jakarta Pusat",,,,,,
https://franchisepedia.id/listing/kopititikkoma/,154,Kopi Titik Koma,Kopi Titik Koma adalah kemitraan Coffee Shop yang memiliki produk andalan varian kopi susu specialty. Yaitu Kopi susu favorit masyarakat saat ini yang diolah dan menggunakan biji kopi pilihan layaknya Specialty Coffee Shop. Kopi Titik Koma menyajikan Kopi enak dengan pelayanan setara Coffee Shop internasaional dan konsep cafe yang nyaman dan unik.,Kuliner,Kemitraan,130000000,,https://titikkoma.com/,,,2016,,"Jl. Cikini Raya No. 38, Cikini, Menteng, Jakarta Pusat",,,,,,
https://franchisepedia.id/listing/kopte/,155,Kopte,"KOPTE adalah salah satu brand Dum Dum Group dengan konsep “Kopi & Teh Tarik” yang membawa nuansa peranakan modern. Brand message dan tagline KOPTE adalah #TarikSemangatmu. Dengan tagline ini KOPTE ingin mengajak #PejuangKopte untuk memberikan energi positif dengan membangkitkan atau mendorong semangat melakukan segala sesuatu dan menghadapi masalah apapun. Saat ini KOPTE sudah memiliki 100 outlet di seluruh Indonesia dan tersebar di 19 kota di Indonesia antara lain Jakarta, Tangerang, Bekasi, Cikarang, Bogor, Purwakarta, Bandung, Cirebon, Pekalongan, Surabaya, Palembang, Jambi, Banjarmasin, Medan, Padang, Balikpapan, Banjarbaru Kalimantan, Makassar, dan Jayapura, serta akan terus berkembang. Mempunyai daya jual dengan konsep menarik, harga bersaing dan produk berkualitas dengan harapan seluruh konsumen KOPTE bisa ngopi atau ngeteh setiap hari tanpa harus banyak menghabiskan budget di kantong. Menu KOPTE adalah kopi dan teh tarik, serta varian minuman lainnya seperti kopi dan teh tarik cincau. Selain berkualitas, bahan produk yang digunakan juga halal seperti semua makanan dan minuman brand Dum Dum Group lainnya",Kuliner,Waralaba,50000000,,https://www.instagram.com/kopte.id/,085779587769,,,,"Jl. K.H. Hasyim Ashari No. 166, Menteng, Jakarta Pusat",,,,,,
https://franchisepedia.id/listing/ladybeetaiyaki/,156,Ladybee Taiyaki,"Ladybee Taiyaki merupakan bagian dari PT. Tahooe Pranata Indonesia yang menaungi brand Tahooe Indonesia, Butterlicious, Nasi Kari Pak Satrio dan Nekopi. Saat ini Ladybee Taiyaki sudah memiliki lebih dari 22 cabang di seluruh Indonesia. Misi kami yakni menghadirkan kue ikan unik dengan resep asli dari Jepang untuk memenuhi permintaan masyarakat Indonesia akan snack unik dari negara lain seperti Jepang. Dengan sistem kemitraan yang dapat menguntungkan partner. Ladybee Taiyaki menawarkan peluang kemitraan dengan keuntungan biaya kemitraan yang dapat dicicil hingga 12 kali, aman, sustain dan disukai oleh market dari berbagai kalangan usia.",Kuliner,Waralaba,95000000,,https://www.instagram.com/ladybeetaiyaki,087777305666,info.tahooe@gmail.com,,,"Jl. Cikini Raya No. 38, Cikini, Menteng, Jakarta Pusat",,,,,,
https://franchisepedia.id/listing/menail/,157,Menail,"Menail adalah waralaba yang menawarkan layanan kecantikan khususnya perawatan kuku. Dengan konsep yang modern dan layanan berkualitas, waralaba ini memberikan pengalaman perawatan kuku yang menyenangkan dan profesional.",Kesehatan & Kecantikan,Waralaba,60000000,,https://www.instagram.com/menail.salon,,,,,"Jl. K.H. Hasyim Ashari No. 166, Menteng, Jakarta Pusat",,,5,,,
https://franchisepedia.id/listing/miecin/,158,Miecin,"Miecin merupakan brand terbaru dari JP Group yang bergerak dibidang makanan dan minuman berdiri pada 12 Juni 2022. Miecin membuka peluang bisnis menyediakan produk Mie Kekinian dan juga Esteh dengan konsep Food Street maupun Café untuk dinein & take away dengan berbagai varian rasa racikan special bumbu Ala Miecin dan varian rasa Esteh yang sangat cocok di lidah dengan harga terjangkau, hanya dengan mulai dari harga Rp.6.000 untuk Esteh dan Rp.13.000 untuk Miecin. Miecin merupakan bisnis yang sangat menarik dan menjanjikan, dengan produk 2 in 1 yakni Mie dan Esteh dalam satu usaha dengan proses yang mudah dan praktis, dikelola oleh tim yang profesional dan berpengalaman, free rolyalty dan training, dan harga kemitraan yang terjangkau.",Kuliner,Waralaba,12300000,,https://www.instagram.com/miecin.purwokerto/,,,,,"Jl. Raya Bogor No. 255, Cimanggis, Depok",,,,,,
https://franchisepedia.id/listing/miyouriceyogurt/,159,Miyou Rice Yogurt,"Miyou merupakan sebuah brand yang menjual yogurt drink dengan berbagai varian dan topping asal Indonesia. Miyou bertujuan memberi pengalaman terbaik kepada konsumen ketika menikmati yogurt drink yang sehat dengan berbagai manfaat bagi tubuh seperti untuk meningkatkan sistem imas tubuh dan mengoptimalkan sistem pencernaan. Produk Miyou dikombinasikan hanya dengan buahbuah premium dan topping spesial yaitu chewy purple rice, crystal boba dan aloe vera.",Kuliner,Waralaba,95000000,,https://www.instagram.com/miyou.indonesia,,,2023,,"Jl. K.H. Hasyim Ashari No. 166, Menteng, Jakarta Pusat",,,5,,,
https://franchisepedia.id/listing/montato/,160,Montato,"Montato dimulai pada tahun 2019 dengan memiliki konsep ""Cemilan Kentang Jepang"". Montato merupakan bagian dari Dum Dum Group dengan lebih dari 70 outlet di seluruh Indonesia. Montato menggunakan bahanbahan terbaik dan berkualitas dan memiliki banyak menu varian (Original, Iri Goma, Cheese, Spicy BBQ, Korean Tteokbokki, Seaweed o, Dark Chocolate, Jagung Bakar, Jagung Bakar o, Jagung Bakar Keju dan Sambal Matah). Misi Montato adalah mengedepankan inovasi dengan menghadirkan snack kentang berkualitas dan menjadi bagian dari kebiasaan cemilan pelanggan seharihari. Saat ini Montato tersebar di Jakarta, Tangerang, Karawang, Bekasi, Depok, Bogor, Cirebon, Bandung, Semarang, Klaten, Yogyakarta, Purwokerto, Solo, Boyolali, Sidoarjo, Surabaya, Sumatera, Medan, Jambi, Riau, Batam, Palembang, Makassar, Samarinda, Balikpapan, Banjarmasin, Pontianak, dan Timika. Montato juga menawarkan berbagai rasa dan ukuran yang bisa dinikmati dimana saja dan kapan saja #TemanNgemilmu",Kuliner,Waralaba,120000000,,https://montatoindonesia.com/,,,2019,,"Jl. Raya Bogor No. 255, Cimanggis, Depok",,,,,,
https://franchisepedia.id/listing/mynum/,161,Mynum,"Bagus Abdi Sukma memulai usaha Booth Minuman Cappucinno Cincau dan Thai Tea di Kota Tangerang. Dari kecintaannya membuat dan meracik minumannya sendiri kemudian timbul sebuah ide untuk membuat Store minuman kekinian dengan Konsep Buble Tea on the Street dengan merk dan haki ""MYNUM"". Memulai dengan Outlet pertamanya pada awal tahun 2019 di sekitar ciledug dan kini sudah memiliki 38 Outlet di Jabodetabek dan Sumatera. Pertumbuhan Outlet diiringi dengan penambahan team team profesional yang berpengelaman membuat MYNUM bersiap untuk menjadi Brand Terbaik di kelasnya. Pada penghujung tahun 2021 Mynum mendapatkan prestasi dari Shopee Awards sebagai salah satu nominasi Super Growth UMKM. Memiliki tujuh kategori minuman yang dapat dinikmati oleh berbagai kalangan usia. Terdiri dari Special Tea Series, Fruit Series, Mix Series, Yogurt Series, Choco Series, Coffee Series dan Cheese Series MYNUM hadir sebagai solusi untuk Menghilangkan Haus. Minuman Enak, Porsi Besar dan banyak pilihan toppingnya seperti Cream Cheese, Egg Pudding dan Jelly lainnya.",Kuliner,Waralaba,100000000,38,https://mynum.co.id/,081231784224,,,,"Jl. Cikini Raya No. 38, Cikini, Menteng, Jakarta Pusat",,,5,,,
https://franchisepedia.id/listing/nasiayamtampol/,162,Nasi Ayam Tampol,"Nasi Ayam Tampol menghadirkan menu unggulan yaitu makanan olahan daging ayam dengan bumbu khas local Indonesia tetapi juga menggabungkan bumbubumbu kekinian sehingga mengikuti tren masa kini, Unik nya Nasi Ayam Tampol bukan hanya menghadirkan olahan ayam saja tetapi kami juga memberikan menu Ikan & Bebek dengan mengutamakan bumbu khaslokal Indonesia. Pada Tahun 2015 Penamaan Nasi Ayam Tampol sendiri di ambil dari makanan kegemaran oritas orang Indonesia yaitu Nasi, Ayam, dan Sambal yang pedas, oleh sebab itu kita namakan sambal Tampol yang berarti sambal nya pedas dan membuat ketagihan.",Kuliner,Kemitraan,45000000,,https://www.instagram.com/nasiayamtampol,0811155115,,2015,,"Jl. Raya Bogor No. 255, Cimanggis, Depok",,,3,,,
https://franchisepedia.id/listing/noonteabar/,163,Noon Tea Bar,"Noon Tea Bar merupakan bisnis waralaba minuman teh dan sejenisnya yang berdiri sejak tahun 2021. Hingga saat ini, kami sudah memiliki 50+ cabang di seluruh Indonesia, dan masih akan terus berkembang. Noon Tea Bar menyediakan produk yang berkualitas dengan harga yang terjangkau yaitu mulai dari 17k hingga 25k, serta memiliki berbagai macam varian minuman seperti Refreshing Tea, Milk Tea, Boba Drink, Kopi, dan masih banyak lagi. Noon Tea Bar juga selalu berinovasi untuk menyajikan berbagai minuman unik yang hanya bisa didapatkan di Noon Tea Bar, seperti Nastar Fresh Milk, BesTea, Rose Milk Tea, Strawberry Black Tea dan Coconoon Series yang selalu menjadi menu favorit dan andalan. Noon Tea Bar memiliki nilai jual yang tinggi karena kami memiliki konsep yang kuat dan strategi pemasaran yang kreatif, unik dan menarik, seperti sering melakukan kolaborasi dengan individu yang memiliki pengaruh di media sosial maupun dengan merk tertentu. Selain itu, Noon Tea Bar juga mengutamakan kepuasan serta kenyamanan konsumen.",Kuliner,Waralaba,50000000,,https://www.instagram.com/noon.idn/,,,2011,,"Jl. K.H. Hasyim Ashari No. 166, Menteng, Jakarta Pusat",,,,,,
https://franchisepedia.id/listing/pisanggorenglegend/,164,Pisang Goreng Legend,"Pisang Goreng “Legend” adalah brand yang menjual Pisang Goreng Wijen Khas Pontianak yang resepnya didapat dari turun temurun warisan keluarga sejak tahun 1975. Resep Pisang Goreng “Legend” ini sudah teruji dan menjadi favorit selama lebih dari 45 tahun Pada tahun 2021, generasi ke3 dari penerima resep “Legend” ini mengembangkan lebih lanjut dan mendirikan brand Pisang Goreng Legend. Visi kami menjadi brand pisang goreng khas Kalimantan yang terbesar di Indonesia, melalui program kemitraan, teknologi, pelayanan dan inovasi produk. Misi kami yaitu membuka program kemitraan yang menguntungkan , mudah, dan terstandar, memiliki SOP / system yang terstandar, melakukan inovasi dalam produk dan pelayanan, berpartisipasi pada inovasiinovasi teknologi yang berfokus kepada pelayanan customer dan melakukan marketing berkala untuk selalu meningkatkan Brand Awareness.",Kuliner,Waralaba,19500000,,https://www.instagram.com/pisanggorenglegend.id,081222228562,,,,"Jl. Raya Bogor No. 255, Cimanggis, Depok",,,,,,
https://franchisepedia.id/listing/sreng/,165,Sreng!,Sreng itu apa sih? Kami itu nasi goreng kekinian yang mau makanan Indonesia bisa naik level,Kuliner,Waralaba,100000000,,https://www.instagram.com/srengindo/,,,,,"Jl. Raya Bogor No. 255, Cimanggis, Depok",,,5,,,
https://franchisepedia.id/listing/ssfriedchicken/,166,SS Fried Chicken,"SS Fried Chicken (SSFC) merupakan kemitraan outlet Fried Chicken pertama di Kota Medan yang beroperasi sejak tahun 2015. SS Fried Chicken mengajak masyarakat yang ingin menjadi mitra dan menjalankan usaha dengan modal terjangkau juga sistem kerjasama yang sederhana. karena tingginya minat konsumen, saat ini SS Fried Chicken sudah memiliki 125 outlet di berbagai kota mulai Sumatera Utara, Kalimantan Barat, Pekanbaru, Aceh dan Jakarta serta akan terus bertambah ke kotakota lainnya. SS Fried Chicken menerapkan standar mutu dan kualitas yang tinggi dalam produk dan pelayanan, sehingga menjadi pilihan masyarakat untuk kemitraan.",Kuliner,Waralaba,275000000,125,https://www.instagram.com/ssfriedchicken.id/,082166601955,ssgroup.idn@gmail.com,,,"Jl. Raya Bogor No. 255, Cimanggis, Depok",,,,,,
https://franchisepedia.id/listing/tagar/,167,Tagar,"Tahu Garing TAGAR lahir pada tahun 2019, memiliki visi menjadi brand tahu goreng terbesar di Indonesia melalui produk yang berkualitas, harga terjangkau, pengembangan produk yang kreatif dan memberi pelayanan yang optimal. Kurang dari 5 bulan sejak pertama kali didirikan, TAGAR berhasil menyebar di JaBoDeTaBek dengan jumlah 40 gerai. Produk unggulan dari TAGAR antara lain : Tahu Garing TAGAR Original dengan kulit yang krispi serta isi yang lembut, TAGAR isi sambal cabe ijo, TAGAR isi sambal rica terasi, TAGAR gejrot dan TAGAR shake dengan berbagai rasa bumbu tabur. Misi kami adalah mengembangkan inovasi dalam produk, mengutamakan kualitas produk dan mengembangkan usaha kami ke seluruh wilayah Indonesia. Hingga 2021, TAGAR sudah tersebar di lebih dari 20 kota besar di Indonesia dengan lebih dari 300 gerai yang aktif beroperasi. TAGAR akan terus berusaha untuk memperluas cakupan wilayah usaha dan terus membantu para pejuang UMKM di Indonesia.",Kuliner,Waralaba,15000000,200,https://www.tahugaring.com/,081511088116,tahugaring_tagar@hotmail.com,,,"Jl. K.H. Hasyim Ashari No. 166, Menteng, Jakarta Pusat",,,,,,
https://franchisepedia.id/listing/topoci/,168,Topoci,"Topoci memakai konsep pojangmacha / angkringan asli korea yang kala itu belum ada di indonesia. Karena keunikan konsep bisnis ini, outlet pertama topoci berhasil menarik perhatian market dan viral dengan jutaan views hingga diliput oleh media nasional. melihat antusias market yang luar biasa, dan banyak sekali masyarakat yang menghubungi untuk menjadi mitra, akhirnya pada oktober 2021, kami memutuskan untuk membuka kemitraan pertama untuk topoci indonesia, diluar dugaan, hanya dalam kurun waktu 2 bulan saja, Topoci Indonesia memiliki lebih dari 30 mitra yang bergabung di seluruh Indonesia. Dengan pendapatan mitra yang beragam, mulai dari Rp 700,000 Rp 6.500.000 dalam 1 hari atau Rp 20.000.000 Rp 110.000.000 dalam 1 bulan.",Kuliner,Waralaba,17500000,258,https://www.instagram.com/topoci.indonesia/,085171122511,,,,"Jl. Raya Bogor No. 255, Cimanggis, Depok",,,,,,
https://franchisepedia.id/listing/vossairminum/,169,Voss Air Minum,"PT Waralaba VOSS Indonesia atau VOSS Indonesia adalah perusahaan bisnis Franchise Depot Air Minum Isi Ulang yang berdiri sejak tahun 2018 dibawah bendera PT. Mandiri Sejahtera Alami (MSA) Group. VOSS hadir dengan konsep bisnis AUTOPILOT dengan tujuan untuk memudahkan para investor dalam memulai bisnisnya bersama VOSS. Sistem AUTOPILOT itu sendiri meliputi kemudahan yang diberikan VOSS kepada investor dalam merekrut karyawan (SDM), pengadaan material produk (mata air, tissue dan tutup galon), promosi atau marketing, perawatan mesin serta rakapitulasi penjualan. Dengan adanya kemudahan ini, VOSS berharap akan banyak investor yang menjadi bagian dari pertumbuhan bisnis air minum isi ulang ini.",Kuliner,Kemitraan,310000000,2,https://vossindonesia.co.id/,,,2000,PT. Voss Air Indonesia,,,,10,,,
https://franchisepedia.id/listing/waroengsambalbakar/,170,Waroeng Sambal Bakar,"PT. Davin Galuh Partner adalah perusahaan yang bergerak di bisnis F&B yang berdiri pada tahun 2021. PT. DGP memiliki beberapa brand antara lain Waroeng Sambal Bakar, BRO KITCHEN, Ketoprak WOW, Ayam Bebek Padeh, Nasi Kulit Padeh, Ayam Bakar Mr.Bro, dan Kopi en Tea yang sudah tersebar 70 outlet di seluruh wilayah Indonesia.",Kuliner,Waralaba,120000000,,https://www.instagram.com/waroengsambalbakar/,08118400499,,2021,,,,,,,,
https://franchisepedia.id/listing/wongpotato/,171,Wong Potato,"Wong Potato adalah brand ke3 dari JP Group yang menggandeng salah satu influencer ternama Indonesia yaitu Baim Wong. Bermulla di awal September 2021 hingga September 2022. Wong Potato telah mencapai hampir 350 outlet, baik di Pulau Jawa maupun di luar Pulai Jawa. Hanya dengan Rp 12.000 sudah dapat menikmati crunchy dan gurihnya Wong Potato. Serta banyak varian rasa, membuat Wong Potato menjadi cemilan favorit di semua kalangan.",Kuliner,Waralaba,13900000,350,https://www.instagram.com/wongpotato.official/,081211241616,,,PT. Wong Potato Indonesia,,,,,,,
https://klikfranchise.com/services/franchisedankemitraan/detail/03v54l1rkx0qpnvd2moxejdwzx9pbanqglmey7arzkogwy6jzz,172,Ziebart,"Mungkin merupakan usaha yang fokus pada layanan perawatan dan pelindungan kendaraan, seperti detailing dan pengecatan.",Otomotif,Kemitraan,34233000,2,,0214203000,,1959,PT. Ziebart Indonesia,,,,,,,
https://klikfranchise.com/services/franchisedankemitraan/detail/0d0nx189obryva23ekabjlz654dlzjmwgwxqr5yknmvp4pgeoq,173,TIKI,Mungkin merupakan perusahaan kurir atau layanan pengiriman barang.,Logistik,Kemitraan,10000000,,https://tiki.id,1500125,tiki@tiki.id,1970,PT CITRA VAN TITIPAN KILAT.,,,,,,,
https://klikfranchise.com/services/franchisedankemitraan/detail/0eayl1a7bk48zdyrmexn3vx5a0rw902bqjpo6nqjpomdglzgko,174,Tian Tang,Nama yang mungkin terkait dengan restoran atau gerai makanan.,Kuliner,Waralaba,85000000,,,081213403023,hongtang.franchise@gmail.com,2012,PT. Tian Tang Indonesia,,,,,,,
https://klikfranchise.com/services/franchisedankemitraan/detail/0m7lym0qlvwgkyqjeaowr4rvendngzbbz19oxk6x2j3anp85dw,175,Yoshiku Bento,"Franchise bento dengan variasi menu yang beragam, mungkin dengan sentuhan kreatif dan cita rasa yang autentik.",Kuliner,Waralaba,15000000,,,0217871079,,,,,,,,,,
https://klikfranchise.com/services/franchisedankemitraan/detail/0x6dpp0l54rawz1z27okmdwyxwjyeokb93nng8avjxbqeqglvz,176,Sop Ikan Batam,Warung makan yang menawarkan hidangan sop ikan khas Batam.,Kuliner,Waralaba,100000000,,,02145851072,,1999,PT Sop Ikan Batam.,,,,,,,
https://klikfranchise.com/services/franchisedankemitraan/detail/0z79bbrjwpo6kgyqo1q0zm8vz9ajednalxwrnedkl52ym3p4xb,177,YIPPIE DRINK,Franchise minuman yang menawarkan berbagai minuman segar dengan sentuhan kreatif dan keceriaan.,Kuliner,Waralaba,2500000,,,083865405282,husin_fahmi22@yahoo.com,2018,PT. YIPPIE DRINKS Indonesia,,,,,,,
https://klikfranchise.com/services/franchisedankemitraan/detail/115xk3bgnjepwwvmpr074norawq6mya2glxdv89akbyejqdloa,178,Sger Drinks,Warung minuman dengan berbagai pilihan minuman segar dan kreatif.,Kuliner,Waralaba,,,http://sgerdrinks.com/,081292928010,sgerdrink@gmail.com,2019,,,,,,,,
https://klikfranchise.com/services/franchisedankemitraan/detail/19zyqk3vxl4wq8wabknor56gqpg0lpedpzjde17nmyamxbojvz,179,Toper Buble Drink,Gerai minuman spesialis dalam minuman bergelembung (bubble drink).,Kuliner,Waralaba,3900000,,,0264315521,,,Mathena Group.,,,,,,,
https://klikfranchise.com/services/franchisedankemitraan/detail/1l6egm9gyeyaqo0m4zklp7jbdgnzarjrxdp18kv5d3nvo2xbwn,180,Warung Kudeta 1945,Warung makan dengan konsep khas dan menyajikan hidangan khas sejarah tahun 1945.,Kuliner,Waralaba,,,http://warungkudeta.com,081261601466,,2018,The Aroma Group.,,,,,,,
https://klikfranchise.com/services/franchisedankemitraan/detail/1mdqrxgloganpdkalbwv73kqnym5j0pwebx29zvrz6yye841nn,181,Waroeng Mee,Warung makan yang menawarkan berbagai hidangan mie dari berbagai daerah.,Kuliner,Waralaba,700000000,,,,waroeng.mee@gmail.com,,,,,,,,,
https://klikfranchise.com/services/franchisedankemitraan/detail/1mgvjqyo1xk7nwa3w5v48zjr7x6zdlbrkynqbegxo9elamppdb,182,Soto Gebrak Cak Anton,Warung makan yang terkenal dengan hidangan soto gebrak khas Cak Anton.,Kuliner,Waralaba,,,,0215251975,,1973,,,,,,,,
https://klikfranchise.com/services/franchisedankemitraan/detail/1mxpj8ljavlww1amkke90rvp9nngqg5bodyxzeody32n6zrq7p,183,Steaknation,Restoran yang mengkhususkan diri dalam hidangan steak dengan berbagai varian.,Kuliner,Waralaba,35000000,,http://www.steaknation.co.id,081333133647,Peloporbaksosteak@yahoo.com,2017,CV. PELAPOR BAKSO STEAK INDONESIA.,,,,,,,
https://klikfranchise.com/services/franchisedankemitraan/detail/1qk1nz3ybzdobdqpgmypwgav91v7xj9ee6lxa2o8ml0rrn4jko,184,Upsolute Coffee,Warung kopi yang menawarkan kopi berkualitas tinggi dengan konsep dan layanan yang ditingkatkan.,Kuliner,Waralaba,135000000,,,08989609889,upsolutecoffee@gmail.com,2018,PT. Mamindo Sukses Bersama.,,,,,,,
https://klikfranchise.com/services/franchisedankemitraan/detail/1zqa6regydjdebnqvonkkm45m15mlr1bw7p28xy39pj0ovalgl,185,Warteg Kharisma Bahari,Warung tegal dengan konsep dan layanan yang menciptakan pengalaman makan yang nyaman dan bersahabat.,Kuliner,Waralaba,140000000,,https://wartegkharismabaharigroup.com/,87889530004,Groupwkb@gmail.com,1996,Warteg Kharisma Bahari Group.,,,,,,,
https://klikfranchise.com/services/franchisedankemitraan/detail/27xkn3ovbpbygo5kqjymwr4wmyw1lzdde6n98mj2rzvqle0apr,186,Tokyo Ramen,Restoran ramen Jepang yang menawarkan berbagai jenis ramen.,Kuliner,Waralaba,10000000,,,085725023741,tokyoramenindonesia@gmail.com,2009,,,,,,,,
https://klikfranchise.com/services/franchisedankemitraan/detail/2keqnlwb5j2y0wd37zox4yzvwqjp9qegv1rgmr6dmkabaxnolg,187,Zuper Thai Tea,"Menawarkan minuman Thai tea dengan variasi rasa yang beragam, mungkin dengan tambahan unik yang membuatnya ""zuper.""",Kuliner,Waralaba,2999000,,,082231639886,,2021,,,,,,,,
https://klikfranchise.com/services/franchisedankemitraan/detail/2km8epbqmrv9bkazgw0g43ajeo7enlqo5ddp2vy1jxn6xyozw6,188,Travel Coffee,Warung kopi dengan konsep yang terkait dengan tema perjalanan atau traveling.,Kuliner,Waralaba,,,http://www.ciptataoutravel.com,0817723036,cipta.wisata@yahoo.co.od,2018,PT.Cipta Wisata Mandiri.,,,,,,,
https://klikfranchise.com/services/franchisedankemitraan/detail/2lqjjpe84x5qznvxzwpg0rkrv1v3owk6dobgne1ydb72m9lyag,189,The Bizztro,Tempat makan atau bisnis kuliner dengan sentuhan bisnis atau profesional.,Kuliner,Waralaba,,,,0271669977,,2008,PT. Choice Plus Indonesia.,,,,,,,
https://klikfranchise.com/services/franchisedankemitraan/detail/2o3q0q7yjyxklprep1znbvmd6m4ndazm2elw6gj5b8wax9rvgy,190,Takoyaki Yakinenak,Tempat yang menawarkan takoyaki dengan cita rasa yang lezat atau enak.,Kuliner,Waralaba,7000000,,,0816657296,Noormans1965@gmail.com,2005,CV. Budiman Guna Utama.,,,,,,,
https://klikfranchise.com/services/franchisedankemitraan/detail/2orp0lxvmnqlmgqby9bn7r8e7do3vp6ykaxzeajww4g2d5kzdw,191,Synergi Kinetics,Restoran dengan konsep menyajikan hidangan yang bersinergi dan dinamis.,Kuliner,Waralaba,40000000,,,0215750420,,2008,PT. Synergi Kinetics Indonesia,,,,,,,
https://klikfranchise.com/services/franchisedankemitraan/detail/2rx7jmd841qkqnebpwjoad3vp690ylomgw5pl2zae6zrgynkx7,192,Yakitori Box,Menyajikan hidangan yakitori (panggangan ayam) dengan berbagai varian rasa dan saus yang lezat.,Kuliner,Waralaba,40000000,,,081388960719,yakitoribox.official@gmail.com,2017,PT robert group abadi.,,,,,,,
https://klikfranchise.com/services/franchisedankemitraan/detail/2wol5b7wdjr8ny4ejxrpgvbq7no1lqyadmemznk29z0gv63kx3,193,Yourthai Tea,Franchise minuman Thai tea dengan konsep yang menonjolkan rasa otentik dan kualitas bahan baku terbaik.,Kuliner,Waralaba,15000000,,,085730973550,info@yourthaitea.com,2017,,,,,,,,
https://klikfranchise.com/services/franchisedankemitraan/detail/30w2yka93nel1xynjkom6vzmvlzo7lw4r5xeajbp8dqdvqgbg5,194,Serabi Solo D Java,Warung makan yang mengkhususkan diri dalam menyajikan serabi khas Solo dengan cita rasa autentik.,Kuliner,Waralaba,7500000,,http://serabisolo.com/,081386250100,info@serabienak.com,2010,,,,,,,,
https://klikfranchise.com/services/franchisedankemitraan/detail/3301qlajmp2yx9obpwz5kmej2po64dgvarz8vgr7nbekwqnylb,195,Wellfarm,"Bisnis yang bergerak di bidang pertanian atau kesehatan, mungkin menawarkan produk-produk organik atau suplemen.",Kuliner,Kemitraan,11000000,,https://blog.wellfarm.id,087867783328,wellfarm.id@gmail.com,2021,PT Galery Investama Semesta.,,,,,,,
https://klikfranchise.com/services/franchisedankemitraan/detail/3gpmow1yldqq4k0jle2nv39dbndkraejgvyxw76m8axzopbbrl,196,Soto Mat Tjangkir,Warung makan yang terkenal dengan hidangan soto Mat Tjangkir yang lezat.,Kuliner,Waralaba,45000000,,http://www.sotomattjangkir.com,08122931022,sotomattjangkir@gmail.com,2000,,,,,,,,
https://klikfranchise.com/services/franchisedankemitraan/detail/3j9yn7akb2lo63kolpre1yvnbbngm40xd8qdr5mvwabpegwxz0,197,Wedang Wayang,Warung minuman tradisional yang menawarkan wedang (minuman hangat berbumbu) dengan konsep dan variasi rasa yang khas.,Kuliner,Waralaba,45000000,,,0274625082,,2007,CV Duta Kencana.,,,,,,,
https://klikfranchise.com/services/franchisedankemitraan/detail/3y6pymanav3wvdn5xg0koj47z27przq1drlq9kgw2ezbjlob8q,198,The Daily Wash Laundromat,Layanan laundry harian atau laundromat.,Jasa Kebersihan,Kemitraan,5000000,,https://www.thedailywash.co.id,08129997434,admin@thedailywash.co.id,2007,,,,,,,,
https://klikfranchise.com/services/franchisedankemitraan/detail/3yrok5p1ybw8zwd9mlaqaejm5mm46dgnej0lq2nxgxovr3v7kx,199,SEMURIL,Layanan perawatan dan kesehatan dengan fokus pada konsep perawatan ekstra (extra care).,Kesehatan & Kecantikan,Kemitraan,476200000,,http://www.semuril.com,0811919962,semurilnusantaraindonesia@gmail.com,2018,PT. SEMURIL NUSANTARA INDONESIA.,,,,,,,
https://klikfranchise.com/services/franchisedankemitraan/detail/4178qknn4m9pqe0ayvb5jzyvgjwzwped2rg36xgjbkaolrlodr,200,XTO Care,Layanan perawatan dan kesehatan dengan fokus pada konsep perawatan ekstra (extra care).,Otomotif,Kemitraan,300000000,,http://xtocarcare.com,02129438375,info@xtocarcare.com,2018,MAKKO Group.,,,,,,,
https://klikfranchise.com/services/franchisedankemitraan/detail/4g9znlarw3bekopdj158bqxvp0v0konqyxwae4dvzpjlmmygrr,201,Tahu Brintik Crispy,Warung makan yang terkenal dengan tahu brintik crispy yang lezat.,Kuliner,Waralaba,200000000,,,03171618111,,,CV Boga Nusa Jaya.,,,,,,,
https://klikfranchise.com/services/franchisedankemitraan/detail/4kqxonwjnbm5ylprevjwplqgywdo28z3ab4ymea1xdv6kgz09o,202,Wing Stop,"Terkenal dengan ayam goreng dan sausnya yang beragam, menciptakan pilihan lezat untuk para penggemar ayam.",Kuliner,Waralaba,6000000,,http://bit.ly/wingstopindonesia,02171794900,wingstop@mahadya.co.id,1997,Wingstop Franchising LLC.,,,,,,,
https://klikfranchise.com/services/franchisedankemitraan/detail/4n2x6bgl8blovgvawx0jkpry2lrojp7eqd4mz15ye9kaqdmnwa,203,Vanbury Chocomelted,Bisnis yang menawarkan produk cokelat dan minuman cokelat dengan konsep yang menarik.,Kuliner,Waralaba,2892720000,,http://www.vanburycokelat.com,081227977860,vitofebri.fk@gmail.com,2019,Vanbury.,,,,,,,
